Book_No,Title,Sub_Title,Author,Translator,Class_3,Class_2,Class_1,Publisher,Year_1st_Pub,Year_This_Ed,Place,Edition_No,Pages,Keywords,ISBN,Language,Synopsis,Price,Notes,Title_XRef,Author_XRef,Medium,Size,Status,Check,Subject,
M3459,A Glossary of Shin Buddhist Terms,,,,,,F6a1,,,,,,129,,,English & Japanese,,,,,,,,,,,
L2866,Pure Land (The),New Series Nos 10-11 Dec-94,International Association of Shin Buddhist Studies,,,IASB,F6a2,Nagata Bunshodo,1994,,Kyoto,,111,,,English,,6.99,,,,Journal,,,,,
670,Buddhism of the Sun (The),,"Cowan, Jim",,,COW,F6a3,Nichiren Shoshu,1982,1982,Richmond,,127,Nichiren Shoshu Soka Gakkai,0 9508274 0,English,Series of articles about Nichiren,,,,,Book,,,,,
682,Anjin & Zuiken's Sayings,,"Inagaki, Zuio H. (Trans & Ed)",Zuio H. Inagaki,,INA,F6a3,Horai Association,1988,1988,Kyoto,,44,,,English,Japanese text with English translation edited by Zuiken's son,,,,,Book,,,,,
2805,Anjin & Zuiken's Sayings,,"Inagaki, Zuio H. (Trans & Ed)",Inagaki Zuio H.,,INA,F6a3,Nagata Bunshodo,1988,,Kyoto,1st,48,pureland Amida,,English,Sayings poems and calligraphy of a japanese pureland practitioner.,,,,,Book,,,,,
3531,Anjin & Zuiken's Sayings,,"Inagaki, Zuio H. (Trans & Ed)",Inagaki Zuio H.,,INA,F6a3,Nagata Bunshodo,1988,,Kyoto,,48,,,,,,,,,Book,,07/04/2004,,,
4330,Popular Buddhism in Japan,Shin Buddhist religion and culture,"Andreasen, Esben",,,AND,F6a5,Japan Library,1998,,Richmond,1st,,,1873410778,,,,,,,Book,,,,,
4498,Popular Buddhism in Japan,Shin Buddhist Religion & Culture,"Andreasen, Esben",,,AND,F6a5,Japan Library,1998,,UK,,,,187341076X,,,,,,,Book,,,,,
L588,Shin Buddhist Handbook,,Buddhist Churches of America,,,BCA,F6a5,Buddhist Churches of America,1972,1972,California,,135,Shinran Jodo Shinshu,,English,,,,,,Book,,,,,
589,Lectures on Shin Buddhism,,"Hirose, Takashi",Nobuo Haneda Etc.,,HIR,F6a5,Higashi Honganji,1980,1980,Kyoto,,91,Shinran,,English,,,,,,Book,,,,,
668,Japan's New Buddhism,An Objective Account of Soka Gakkai,"Murata, Kiyoaki",,,MUR,F6a5,Walker,1969,1969,New York,,194,Nichiren Shoshu,,English,Account of Soka Gakkai a lay organisation developed from Nichiren Gakkai,,,,,Book,,,,,
590,Shin Buddhism,Japan's major religious contribution to the West,"Suzuki, Daisetz Teitaro",,,SUZ,F6a5,George Allen & Unwin,1970,1970,London,,93,,0 04 294006,English,,,,,,Book,,,,,
1745,Shin Buddhism,Japan's major religious contribution to the West,"Suzuki, Daisetz Teitaro",,,SUZ,F6a5,Harper & Row,1970,1970,New York,,93,shin shin-shu Shinran Amida Amitabha,,English,,,,,,Book,,,,,
3196,River of Fire River of Water,An introduction to the Pure Land Tradition of Shin Buddhism,"Unno, Taitetsu",,,UNN,F6a5,Doubleday,1998,1998,New York,1st,244,Pure Land Shin.,385485115,English,An introdution to Shin.,,,,,,21,02/22/2001,,Japanese Pure Land,
3568,River of Fire River of Water,An introduction to the Pure Land Tradition of Shin Buddhism,"Unno, Taitetsu",,,UNN,F6a5,Doubleday,1998,,New York,,244,Shin Doctrines Pure Land,385485115,,,,,,,Book,,05/08/2004,,,
A2106,Time To Chant (A),The Soka Gakkai Buddhists in Britain,"Wilson, Bryan & Dobbelaere, Karel",,,WIL,F6p7,Oxford University Press,1994,1994,Oxford,,267,Nichiren,0-19-827915-,English,,,,,,Book,,,,,
A3572,ShinRan,In the contemporary world,,,,,F6p7,Hongwanji International Center,,1979,Kyoto,1st,134,,,English,,,,,,,,,,,
4499,Understanding Shinran,A Dialogical Approach,"Keel, Hee-Sung",,,KEE,F6c0,Asian Humanities Press,1995,,USA,,,,895819376,,,,,,,Book,,,,,
4469,Direct Approach to Buddhadharma (The),An exhortation to be alert to the Dharma,"Lee, Yuan Chin (Elder)",Ven. Dharma Master Lok To,,LEE,F6c0,Sutra Translation Committee of  US and Canada,1995,2002,Taiwan,,,,,,,,FREE DISTRIBUTION,,,Book,,,,,
L539,Perfect Freedom In Buddhism,An Exposition of the Words of Shinran,Tannisho Kenkyukai,Takuwa - Shinji,,TAN,F6c0,The Hokuseido Press,1968,1968,Tokyo,,183,Amida Nembutsu Japan,,English,,,,,,Book,,,,,
L574,Perfect Freedom In Buddhism,An Exposition of the Words of Shinran,Tannisho Kenkyukai,Takuwa - Shinji,,TAN,F6c0,The Hokuseido Press,1968,1968,Tokyo,,,Japan Shinran Shingon Amida Nembutsu,,English,,,,,,Book,,,,,
L587,Perfect Freedom In Buddhism,An Exposition of the Words of Shinran,Tannisho Kenkyukai,Takuwa - Shinji,,TAN,F6c0,The Hokuseido Press,1968,1980,Tokyo,,183,,,English,,,,,,Book,,,,,
3326,Shinran An Introduction To His Thought,With Selections from the Shin Buddhist Translation Series,"Ueda, Yoshifumi & Hirota, Dennis",,,UED,F6c0,Hongwanji International Center,1989,1989,Kyoto,,372,,,English,,,,,,Book,21,30/01/2003,,Shin Doctrines,
L4329,Shinran An Introduction To His Thought,An introduction to his thought,"Ueda, Yoshifumi & Hirota, Dennis",,,UED,F6c0,Hongwanji International Center,1989,,Kyoto,1st,,,,,,,,,,Book,,,,,
591,Zendo's Method of Meditation on Amida Buddha,,"Inagaki, Hisao",Inagaki ~ Hisao,,INA,F6f2,Ryukoku Translation Center,1966,1966,Kyoto,,42,,,English & Jap.,,,,,,Book,,,,,
3532,Amida Sutra Mandala (The),,"Inagaki, Hisao",,,INA,F6g4,Nagata Bunshodo,1995,,Kyoto,,116,,,,,,,,,Book,,07/04/2004,,,
3530,Jodo Mandala,,"Inagaki, Hisao",,,INA,F6g4,Nagata Bunshodo,1998,,Kyoto,,152,,816244603,,,,,,,Book,,07/04/2004,,,
3449,T'An Luan's Commentary on Vasubandhu's Discourse on the Pure Land,A study and translation,"Inagaki, Hisao",,,INA,F6k1,Nagata Bunshodo,1998,1998,Kyoto,,407,,,,,,,,,Book,,27/01/2004,,,
A1622,Tannisho,Resource for Modern Living,"Bloom, Alfred",,,BLO,F6a5,The Buddhist Study Center,1981,1981,Honolulu,,102,shinran nembutsu,0-938474-00-,English,An exposition on the Tannisho a 13th cent. work by Shinran,,,,,Book,,,,,
A1063,Outline of the Triple Sutra of Shin Buddhism (An),Vol 1: the Sutra on the Eternal Buddha,"Fujimoto, Ryukyo",,,FUJ,F6k5,Honpa Hongwanji Press,1955,1955,Kyoto,,183,Eternal Buddha,,English,An analysis of the Shin Sutra on the Eternal Buddha,,,,,Book,,,,,
3442,Plain Words on the Pure Land Way,Sayings of the wandering monks of medieval Japan,Unknown,Hirota Dennis,,HIR,F6k9,Ryukoku University,,1989,Kyoto,1st,120,,,English,,,,,,,,,,,
4441,Honen's Senchakushu,Paseges on the Selection of the Nembutsu in the Original Vow,Honen,Senchakushu English TranslationProject,,HON,F6k9,Kuroda Institute,1998,,USA,,,,824820258,,,,,,,Book,,,,,
3058,Senchaku Hongan Nembutsu Shu,A Collection of Passages on th Nembutsu Chosen in the Original Vow,Honen,Morris J. Augustine and Kondo Tessh,,HON,F6k9,Numata Center,1997,1997,Berkeley,1st,170,,1886439052,English,Honen's major work,,,,,Book,25,17/05/1999,,Shin Buddhism - OThe,
3318,Way of Nembutsu-Faith (The),A Commentary on Shinran's Shoshinge Hymn of True Faith and Nembutsu,"Inagaki, Hisao",,,INA,F6k9,Horai Association,1996,1996,Kyoto,,249,,,English,See subtitle,,,,,Book,18,30/01/2003,,Shin traditional tex,
L2881,Way of Nembutsu-Faith (The),A Commentary on Shinran's Shoshinge Hymn of True Faith and Nembutsu,"Inagaki, Hisao",,,INA,F6k9,Horai Association,1996,1996,Kyoto,1st,249,Shinran Horai ,4-8162-5931-,English,Commentary on Shinran's Shoshinge accordong to the Horai Association,,,,,Book,,,,,
L2759,Tannisho: A Primer,A record of the words of Shinran set down in lamentation over departures from his teaching,"Michio, Tokunaga (ed.)",Hirota - Dennis,,MIC,F6k9,Ryukoku University,1982,,Kyoto Japa,1st,36,,none,English,,2.99,,,,Book,,,,,
564,True Object of Worship (The),Nyorai Metsugo Go Gohyakusai Shi Kanjin Honzon Sho,Nichiren,Murano -Senchu A.B.,,NIC,F6k9,The Young East Association,1954,1954,Tokyo,,54,Realms Sinful Mind Eternal Buddha the Four Bodhisattvas,,English,,0,,Nyorai Metsugo Go Go,,Book,,,,,
2745,Honzon,The Object of Worship of Rissho Kosei-kai,"Niwano, Nikkyo",Takeda - C & Schiffer - W,,NIW,F6k9,Rissho Kosei-kai,1969,,Tokyo,,95,Nichiren pureland White_Lotus_Sutra,,English,Devotional text translated from the Japanese from a Nichiren group(?).,,,,,Book,,,,,
3461,Collected Works Of Shinran  - Volume 1,The Writings,Shinran,Hirota Et Al,,SHI,F6k9,Jodo Shinshu Hongwanji-ha,1997,1997,Kyoto,,704,,,,,,,,,Book,,29/01/2004,,,
4494,Collected Works of Shinran - Volume 1,The Writings,Shinran,,,SHI,F6k9,Jodo Shinshu Hongwanji-ha,1997,,Kyoto,,,,,,,,,,,Book,,,,,
3462,Collected Works of Shinran - Volume II,Introductions to Glossaries and Reading Aids,Shinran,Hirota et al,,SHI,F6k9,Jodo Shinshu Hongwanji-ha,,1997,Japan,1st,362,,,English,,,,,,,,,,,
4495,Collected Works of Shinran - Volume II,Introductions Glossaries and Reading Aids,Shinran,,,SHI,F6k9,Jodo Shinshu Hongwanji-ha,1997,,Kyoto Japa,,,,,,,,,,,Book,,,,,
2902,Kyo Gyo Shin Sho,The Teaching Practice Faith and Enlightenment,Shinran,Ishida - Mitsuyuki,,SHI,F6k9,Ryukoku University,1966,1983,Kyoto,2nd,246,,,English,Translation and commentary,,,,,Book,,,,,
2901,Shoshin Ge (The),The Gatha of True Faith in the Nembutsu,Shinran,Fugen - Daien,,SHI,F6k9,Ryukoku University,1961,1984,Kyoto,5th,75,,,English,Translation and commentary,,,,,Book,,,,,
2833,Pure-Land Zen Zen Pure-Land,Letters from Patriarch Yin Kuang,"Smith, Forrest (Ed)",Thich Thien Tam,,SMI,F6k9,Gigantic Printing and Design Co.,1992,1997,Hong Kong,,262,,,English,Excerpts from the letters of Pureland Patriarch Yin Kuang on Zen,0,,,,Book,,,,,
3441,Tanni Sho,Notes lamenting differences,Unknown,"Fujiwara, Ryosetsu",,UNK,F6k9,Ryukoku University,1962,1990,Kyoto,5th,146,,,English,,,,,,,,,,,
1083,Buddha Tells of the Infinite,Amida Kyo,"Vergara, Kyojo Ananda (Trans)",Vergara -Kyojo Ananda,,VER,F6k9,American Buddhist Academy,1973,1973,New York,,77,amida amitabha pureland sukhaviti,,English,Japanese text and English translation of Amida Kyo with commentary by Hozen Seki,,,,,Book,,,,,
4502,Tannisho a Primer,,Yuien,Dennis Hirota,,YUI,F6k9,Ryukoku University,1982,1991,Japan,,,,,,,,,,,Book,,,,,
A3463,Sutra of Contemplation on the Buddha of Immesurable Life,,,Yamada et al,,,F6k5,Ryukoku University,,1984,Kyoto,1st,169,,,English,,,,,,,,,,,
926,My Non Violence,An Autobiography of a Japanese Buddhist,"Fujii, Nichidatsu",T. Yamaori,,FUJ,F6n2,Japan Buddha Sangha Press,1972,1975,Tokyo,,140,,,English,,,,,,Book,,,,,
3453,No Abode,The record of Ippen,"Hirota, Dennis",,,HIR,F6n2,University of Hawaii Press,1986,1997,Honolulu,2nd,182,Ji (sect) Doctrine,824819977,,,,,,,Book,,27/01/2004,,,
L1798,Karuna and Maitri,For the Removal of all Sufferings and For the Benefit of All Beings,Japan Buddha Sangha,,,JBS,F6n2,Japan Buddha Sangha,,,Japan,,,,,Eng/Japanese,Published to celebrate the 90th birthday of Most Ven. Nichidatsu Fujii.  Many photographs with English and Japanese text,,,,,Book,,,,,
3503,Renegade Monk,Honen and Japanese Pure Land Buddhism,"Machida, Soho",Mentzas - Ionnis,,MAC,F6n2,University of California Press,1999,,Berkeley,,203,Jodoshu Doctrines Pure Land Buddhism Japanese history,520211790,,,,,,,Book,,30/03/2004,,,
L4739,Found a New Horizon:  The life of Shinran Shonin,,"McLeod, Grace",,,MCL,F6n2,Buddhist Churches of America,1974,1974,,1st,,,,,,,,,,Booklet,,,,,
3050,Rennyo,The Second Founder of Shin Buddhism,"Rogers, Minor L.",,,REN,F6n2,Asian Humanities Press,1991,1991,Berkeley,1st,434,,895819309,English,Biography of Rennyo 1415-1499 with collection of his letters,14.95,,,,Book,23,17/05/1999,,Shin Buddhism - Biog,
2623,Historical View of Buddhism (A),,"Ikeda, Daisaku",,,IKE,F6p3,Soka Gakkei,,,Japan,,40,Nichiren,,English,Two Lectures from a school of Japanese Buddhism Influenced by Nichiren Daishonin.,,,,,Book,,,,,
A1362,Other Buddhism (The),Amida comes West,"Brazier, Caroline",,,BRA,F6p7,O Books,2007,2007,Hants,1st,240,,978 1 84694 052 1,English,,5.95,,,,Book,,,,,
2999,Nine Mountains,Dharma Lectures of TheMeditation Master Ku San,Ku San,Hei Myong Sumin,,KUS,F8a3,International Meditation Center,1976,1978,Chogye Cho,3rd,224,paramitas,,English,,,,,,Book,21,24/12/1998,,General Essays - Kor,
1780,Ten Gates,,"Sahn, Seung (Zen Master)",,,SAH,F8a3,Primary Point Press,1987,1987,Cumberland,,131,kong-an koan,0-942795-01-,English,,,,,,Book,,,,,
3000,Echoes From Mt. Kaya,Selections on Korean Buddhism,Song-Chol (Ven),Barry - Brian,,SON,F8a3,Lotus Lantern International Buddhist Center,1988,1988,Seoul,1st,218,,,English,Patriarch of the Korean Chogye Buddhist Order,,,,,Book,23,24/12/1998,,General Essays - Kor,
3083,Korean Buddhism,,Eui-Hyun (Ven),,,EUI,F8a5,Korean Buddhist Chogye Order,1988,1988,Seoul,1st,113,,,English,,,,,,Book,26,13/07/1999,,Korean Buddhism - Ge,
L3084,Korean Buddhism,,Eui-Hyun (Ven),,,EUI,F8a5,Korean Buddhist Chogye Order,1986,1986,Seoul,1st,,,,English,Glossy photos of Korean Temples,,,,,Book,26,13/07/1999,,Korean Buddhism - Tr,
L3003,Buddhist Thought In Korea,,Korean Buddhist Research Institute,,,KBRI,F8a5,Dongguk University Press,1994,1994,Seoul,1st,385,,,English,Scholarly outline of the history of Buddhist philosophy in Korea,,,,,Book,24,24/12/1998,,General - Korean Bud,
L3002,Way of Korean Zen (The),,Kusan Sunim (Master),Fages - Martine,,KUS,F8a5,Weatherhill,1984,1984,New York,1st,181,,,English,Aspects of Zen in Korea,,,,,Book,21,24/12/1998,,General - Korean Bud,
L568,Way of Korean Zen (The),,Kusan Sunim (Master),,,KUS,F8a5,Weatherhill,1985,1985,Tokyo,1st,181,Korean Zen Tradition Korean Monastery Stone Lion Hwadu Meditation,834802015,English,,0,Given to the Venerable Sangharakshita on the occasion of his sixtieth birthday by Stephen Batchelor,,,Book,,,,,
3074,Diagram for Practice of the Doctrine of Won Buddhism (The),,"Kim Tae Keo, Taesan (Ven)",Dr Chung Bong Kil,,KIM,F8c0,Office of the Prime Master of Won Buddhism,1988,1988,Iri,1st,43,,,English & Korea,Doctrines of Won Buddhism laid out in charts.,,,,,Book,31,09/07/1999,,Korean Buddhism - Do,
1643,Faith to Doubt (The),Glimpses of Buddhist Uncertainty,"Batchelor, Stephen",,,BAT,F8j2,Parallax Press,1990,1990,California,,138,,0-938077-22-,English,The author's training in Zen at a monastry in Korea,,,,,Book,,,,,
3090,Scriptures of Won Buddhism (The),Won Pulkyo Kyojun,Sotaesen (Venerable Master),Pal Khn Chon,,SOT,F8k0,Won Kwang,1971,1988,Iri,2nd,394,,,English,Anthology of texts of Won Buddhism,,,,,Book,20,14/07/1999,,Korean Buddhism - Sc,
1320,Korean Buddhist Canon (The),A Descriptive Catalogue,"Lancaster, Lewis (Ed)",,,LAN,F8k4,University of California,1979,1979,California,,724,,0 520 03159,English,,,,,,Book,,,,,
557,Korean Approach to Zen (The),The collected works of Chinul,"Buswell, Robert E (Trans)",Buswell - Robert E.,,BUS,F8k9,University of Hawaii Press,1983,1985,Honolulu,,468,History of Chinul,824807855,English,,0,,,,Book,,,,,
1910,Buddha From Korea (A),The Zen Teachings of T'aego,"Cleary, J. C. (Trans)",,,CLE,F8k9,Shambhala,1988,1988,Boston,,177,,0-87773-453-,English,A translation of the teachings of 14th cent. T'aego,,,,,Book,,,,,
3001,Thousand Peaks,Korean Zen - Tradition &Teachers,Mu Soeng Sumin,,,MUS,F8p5,Parallaz Press,1987,1987,Berkeley C,1st,222,,938077031,English,History of Zen in Korea,,,,,Book,24,24/12/1998,,General History - Ko,
3086,Bongsun-Sa Temple,,Unknown,,,UNK,F8p6,Korean Buddhist Chogye Order,1993,1993,Korea,1st,65,,,Korean&English,Photos of restored Korean Temple,,,,,Book,21,13/07/1999,,Korean Buddhist - Tr,
A1233,Human Revolution Vol 9 (The),,"Ikeda, Daisaku",Soka Gakkai,,IKE,F6n2,Soka Gakkai International,1965,2005,UK,,252,,none,English,Biography of Josei Toda founder of Nicheren Daishonin Buddhism in post war Japan,10.95,translated from Japanese,,,Book,,,,,
673,New Road To Ancient Truth (A),,"Tenko-San, Ittoen",Makoto Ohashi,,TEN,F9a5,George Allen & Unwin Ltd,1969,1969,London,,183,,04 130012 2,English,Tenko-san's philosophy and the movement he established,,,,,Book,,,,,
2874,Handbook of Tibetan Culture (A),A guide to Tibetan Centres and resources throughtout the world,"Coleman, Graham (Ed)",,,COL,G0a1,Rider,1993,1993,London,,430,,0-7126-5663-,English,Handbook giving histories of Tibetan schools biographies and details of Tibetan centres around the world,16.99,,,,Book,,,,,
3517,Manual of Key Buddhist Terms (A),Categorization of Buddhist terminology with commentary,"Paltseg, Lotsawa Kaba",Rikey & Ruskin,,PAL,G0a1,Library of Tibetan Works and Archives,1992,1997,New Delhi,,69,,8185102821,,,,,,,Book,,01/04/2004,,,
774,Tibetan Teachings,,"Blavatsky, H. P.",,,BLA,G0a3,The Theosophy Company,,,California,,44,,,English,Articles from the 1880s on Tibetan Buddhism from a Theosophical viewpoint.,,,,,Book,,,,,
802,Initiations and Initiates In Tibet,,"David-Neel, Alexandra",Fred Rothwell,,DAV,G0a3,Rider & Company,1931,1958,London,,224,,,English,,,,,,Book,,,,,
1092,Alter of the Earth,The Life Land and Spirit of Tibet,"Gold, Peter",,,GOL,G0a3,Snow Lion Publications,1987,1987,New York,,221,,0-937938-44-,English,A collection of descriptive essays about Tibet and Tibetan Buddhism,,,,,Book,,,,,
1531,Insights of a Himalayan Pilgrim,,Govinda (Lama Anagarika),,,GOV,G0a3,Dharma Publishing,1991,1991,California,,196,,0-89800-204-,English,Thirteen articles on topics related to Tibetan Buddhism,,,,,Book,,,,,
689,Tibetan Buddhism In Western Perspective,,"Guenther, Herbert  V.",,,GUE,G0a3,Dharma Publishing,1977,1977,California,,261,gandavyuha sutra,0-913546-50-,English,Ten articles written between 1956 and 1975 on the subject of Tibetan Buddhism and Buddhist Tantra,,,,,Book,,,,,
319,Tibetan and Buddhist Studies,(Commemorating the 200th Anniversary of the birth of Alexander Csoma de Koros),"Ligeti, Louis",,,LIG,G0a3,Akademiai Kiado,1984,1984,Budapest,,387,Sanskrit Tibet Buddhism Magic Tantra,963 05 3902,English/oThers,Essays on Tibetan Buddhism in various languages,,,,,Book,,,,,
320,Tibetan and Buddhist Studies,(Commemorating the 200th Anniversary of the birth of Alexander Csoma de Koros),"Ligeti, Louis",,,LIG,G0a3,Akademiai Kiado,1984,1984,Budapest,,440,Sanskrit Tibet Buddhism Magic Tantra,963 05 3903,English/oThers,Essays on Tibetan Buddhism in various languages,,,,,Book,,,,,
767,A Lotusz Megnyitasa,szellemi kepzes a tibeti szakjapa hagyomanyban,"Amipa, Serab Gyaltsen (Lama)",Agocs Tamas,,AMI,G0a5,Orient Press,1990,1990,Budapest,,191,The Opening of the Lotus,963 7985 01,Hungarian,Translation of 'The Opening of the Lotus',,,,,Book,,,,,
4967,Open Secrets,A Western Guide to Tibetan Buddhism,"Anderson, Walt",,,AND,G0a5,Penguin Books,1979,1982,Middlesex,,230,,0-14-00.5549-5,English,The psychology and philosophy of Tibetan Buddhism by a political scientist.,,,,,Book,,,,,
L784,Open Secrets,A Western Guide to Tibetan Buddhism,"Anderson, Walt",,,AND,G0a5,The Viking Press,1979,1979,New York,,230,,0-670-52712-,English,The psychology and philosophy of Tibetan Buddhism by a political scientist.,,,,,Book,,,,,
775,Introduction Into Lamaism (An),The Mystical Buddhism of Tibet,"Anuruddha, R. P.",,,ANU,G0a5,Vishveshvaranand Vedic Research Institute,1959,1959,Hoshiarpur,,210,,,English,General survey of Tibetan Buddhism,,,,,Book,,,,,
790,Introduction Into Lamaism (An),The Mystical Buddhism of Tibet,"Anuruddha, R. P.",,,ANU,G0a5,Vishveshvaranand Vedic Research Institute,1959,1959,Hoshiarpur,,212,,,English,History rituals and iconography,,,,,Book,,,,,
3191,Way to Shambhala (The),,"Bernbaum, Edwin",,,BER,G0a5,Jeremy P. Tarcher Inc.,1980,1989,Los Angele,1st,316,,84775183,English,An investigation of the myth of 'Shambhala'.,,,,,Book,21,02/22/2001,,Tibetan Buddhism,ge
3195,Awakening the Buddha Within,,"Das, Surya (Lama)",,,DAS,G0a5,Bantam Books,1997,1997,London,1st,478,,553505378,English,Buddhism explained 'from the ground up' by an American trained in the Tibetan tradition.,8.99,,,,Book,20,02/22/2001,,Tibetan Buddhism,ge
773,Secret Oral Teachings In Tibetan Buddhist Sects (The),,"David-Neel, A. & Yongden (Lamam)",,,DAV,G0a5,Maha Bodhi Society of India,1964,1964,Calcutta,,128,,,English,,,,,,Book,,,,,
2621,Secret Oral Teachings In Tibetan Buddhist Sects (The),,"David-Neel, A. & Yongden (Lamam)",Hardy - Capt. H. N. M.,,DAV,G0a5,Maha Bodhi Society of India,,1971,Calcutta,3rd,116,tantra tibet,,English,Introduction to the Tibetan Tantra.,,,,,Book,,,,,
A5009,Buddhism of Tibet and The Key to the Middle Way (The),,Dalai Lama - H. H. the 14Th,Hopkins J and Klein A,,DL14,G1a5,Allen and Unwin,1975,1975,London,1st,104,Tibetan Buddhism, 0 04 29487 7,English,,,,,,,,,,,
A758,Buddhism of Tibet and The Key to the Middle Way (The),,Dalai Lama - H. H. the 14Th,Jeffrey Hopkins,,DL14,G1a5,George Allen & Unwin,1975,1975,London,,104,,0 04 294086,English,,3.5,,,,Book,,,,,
A723,Opening the Eye Of New Awareness,,Dalai Lama - H. H. the 14Th,Donald S. Lopez Jr.,,DL14,G1a5,Wisdom Publications,1985,1985,London,,143,,0 86171 036,English,General introduction to Tibetan Buddhism,6.95,,,,Book,,,,,
A749,Opening the Eye of New Awareness,,Dalai Lama - H. H. the 14Th,Donald S. Lopez Jr.,,DL14,G1a5,Wisdom Publications,1985,1985,London,,143,,0 86171 036,English,General introduction to Tibetan Buddhism,,,,,Book,,,,,
778,Religion of Tibet (The),A Study of Lamaism,"Ellam, J. E",,,ELL,G0a5,John Murray,1927,1927,London,,127,,,English,General survey of Tibetan Buddhism,,,,,Book,,,,,
779,Religion of Tibet (The),A Study of Lamaism,"Ellam, J. E",,,ELL,G0a5,John Murray,1927,1927,London,,127,,,English,General survey of Tibetan Buddhism,,,,,Book,,,,,
1062,Foundations of Tibetan Mysticism,According to the Esoteric Teachings of the Great Mantra OM MANI PADMI HUM,Govinda (Lama Anagarika),,,GOV,G0a5,Rider and Company,1960,1969,London,,311,,09 052041 6,English,,,,,,Book,,,,,
4950,Foundations of Tibetan Mysticism,According to The Esoteric Teachings of The Great Mantra OM MANI PADMI HUM,Govinda (Lama Anagarika),,,GOV,G0a5,Rider and Company,1960,1969,London,,311,,09 052041 6,English,,,,,,Book,,,,,
958,Tibetan Buddhism Without Mystification,The Buddhist Way from Original Tibetan Sources,"Guenther, Herbert  V.",,,GUE,G0a5,E. J. Brill,1966,1966,Leiden,,156,,,English,,,,,,Book,,,,,
A786,Tibet and Tibetan Buddhism,,"Hanson, Virginia (Ed.)",,,HAN,G0a3,The Theosophical Society,1972,1972,Illinois,,148,,,English,Special edition of 'The Americal Theosophist',,,,,Book,,,,,
A787,Tibet and Tibetan Buddhism,,"Hanson, Virginia (Ed.)",,,HAN,G0a3,The Theosophical Society,1972,1972,Illinois,,148,,,English,Special edition of 'The Americal Theosophist',,,,,Book,,,,,
789,Religions of Tibet (The),,"Hoffmann, Helmut",Edward Fitzgerald,,HOF,G0a5,George Allen & Unwin Ltd,1961,1961,London,,199,bon padmasambhava tsongkhapa,,English,A history of Bon and Buddhism in Tibet,,,,,Book,,,,,
4312,Foundations of Tibetan Buddhism,,Kalu Rinpoche,,,KAL,G0a5,Snow Lion Publications,1987,2004,Ithaca,3rd,,,1559392126,,,,,,,Book,,,,,
L1802,Buddhism In the Tibetan Tradition: A Guide,,Kelsang Gyatso (Geshe),Tenzin P. Phunrabpa,,KEL,G0a5,Arkana - Routledge & Kegan Paul,1984,1984,London,,132,,0-7102-0242-,English,,,,,,Book,,,,,
L3361,Buddhism In the Tibetan Tradition: A Guide,,Kelsang Gyatso (Geshe),Tenzin P. Phunrabpa,,KEL,G0a5,Arkana - Routledge & Kegan Paul,1984,1988,London,,132,,140193332,,,,,,,Book,,01/01/2004,,,
3305,Essence of the Path to Enlightenment,,"Loden, Acharya Thubten (Geshe)",,,LOD,G0a5,Tushita Publications,1997,1997,Melbourne,,344,,064634241X,English,Presentation of the 'Lam Rim' approach to the Path,,,,,Book,22,09/12/2002,,Tibetan formulation,
3338,Religions of Tibet In Practice,,"Lopez, Donald S.",,,LOP,G0a5,Princeton University Press,1997,1997,New Jersey,,560,,691011842,English,,,,,,Book,25,13/02/2003,,Tibetan Buddhism,Su
4311,Beginner's Guide to Tibetan Buddhism (A),Notes from a practitioner's journey,"Newman, Bruce",,,NEW,G0a5,Snow Lion Publications,2004,,Ithaca,1st,,,1559392118,,,,,,,Book,,,,,
3337,Introduction to Tibetan Buddhism,,"Powers, John",,,POW,G0a5,Snow Lion Publications,1995,1995,Ithaca,,501,,1559390263,English,,,,,,Book,23,13/02/2003,,Survey of Tibetan Bu,
3554,Indestructible Truth,The living spirituality of Tibetan Buddhism,"Ray, Reginald A.",,,RAY,G0a5,Shambhala Publications,2000,,Boston,,495,Spiritual Life Doctrines,1570621667,,,,,,,Book,,12/04/2004,,,
3332,Secret of the Vajra World,The Tantric Buddhism of Tibet,"Ray, Reginald A.",,,RAY,G0a5,Shambhala,2001,2001,Boston,,524,,157062772,English,The lesser-known esoteric and Tantric aspects of Tibetan Buddhism as They take shape in the Vajrayana.,,Companion Volume to 'Indestructible Truth...',,,Book,24,04/02/2003,,Tibetan Buddhism,su
3294,Civilized Shamans,Buddhism in Tibetan Societies,"Samuel, Geoffrey",,,SAM,G0a5,Smithsonian Institute Press,1993,1993,Washington,,725,,1560986204,English,,,,,,Book,23,02/12/2002,,Survey of Buddhism i,
782,Buddhism in Tibet,With an Account of the Buddhist Systems Preceding It in India,"Schlagintweit, Emil",,,SCH,G0a5,Susil Gupta,1863,1968,London,,403,,,English,A survey of Tibetan Buddhism preceeded by a general history of Buddhism,,,,,Book,,,,,
715,Practice and Theory of Tibetan Buddhism,,"Sopa, Lhundup (Geshe) & Hopkins -J",Sopa -Geshe Lhundup & Hopkins -J,,SOP,G0a5,Rider and Company,1976,1976,London,,164,,0 09 125621,English,Translations of Fourth Panchen Lama's 'Instructions on the Three Principal Aspects of the Path' and Kon-chok-jik-may-wang-po's 'Precious Garland of Te,2.95,,,,Book,,,,,
